"CpG","proportion"
"cg15370958",0.001
"cg15383389",0.001
"cg15391239",0.001
"cg15421184",0.001
"cg15443127",0.001
"cg15443625",0.001
"cg15446968",0.001
"cg15448866",0.001
"cg15458641",0.001
"cg15463500",0.001
"cg15468039",0.001
"cg15508284",0.001
"cg15508450",0.001
"cg15511022",0.001
"cg15511490",0.001
"cg15511898",0.001
"cg15521442",0.001
"cg15529344",0.001
"cg15530374",0.001
"cg15536552",0.001
"cg15537069",0.001
"cg15537242",0.001
"cg15541952",0.001
"cg15542626",0.001
"cg15545178",0.001
"cg15552475",0.001
"cg15563467",0.001
"cg15568009",0.001
"cg15587142",0.001
"cg15625576",0.001
"cg15626629",0.001
"cg15627131",0.001
"cg15651566",0.001
"cg15656750",0.001
"cg15659974",0.001
"cg15661671",0.001
"cg15691129",0.001
"cg15731296",0.001
"cg15741706",0.001
"cg15758808",0.001
"cg15771339",0.001
"cg15776196",0.001
"cg15785210",0.001
"cg15796459",0.001
"cg15802548",0.001
"cg15813702",0.001
"cg15814001",0.001
"cg15815114",0.001
"cg15816181",0.001
"cg15824287",0.001
"cg15833425",0.001
"cg15836901",0.001
"cg15838035",0.001
"cg15841434",0.001
"cg15859687",0.001
"cg15874145",0.001
"cg15878116",0.001
"cg15878172",0.001
"cg15896980",0.001
"cg15898526",0.001
"cg15900913",0.001
"cg15906052",0.001
"cg15907464",0.001
"cg15918587",0.001
"cg15929297",0.001
"cg15940845",0.001
"cg15953767",0.001
"cg15968852",0.001
"cg15977272",0.001
"cg16012048",0.001
"cg16015221",0.001
"cg16023936",0.001
"cg16034567",0.001
"cg16040542",0.001
"cg16049722",0.001
"cg16063272",0.001
"cg16075684",0.001
"cg16087038",0.001
"cg16092524",0.001
"cg16112855",0.001
"cg16116006",0.001
"cg16146259",0.001
"cg16151094",0.001
"cg16152676",0.001
"cg16175497",0.001
"cg16190093",0.001
"cg16219271",0.001
"cg16224962",0.001
"cg16225607",0.001
"cg16227775",0.001
"cg16229800",0.001
"cg16232809",0.001
"cg16243156",0.001
"cg16263715",0.001
"cg16265926",0.001
"cg16273251",0.001
"cg16288677",0.001
"cg16299807",0.001
"cg16308434",0.001
"cg16313144",0.001
"cg16320351",0.001
"cg16325635",0.001
"cg16351679",0.001
"cg16354105",0.001
"cg16355818",0.001
"cg16440909",0.001
"cg16445002",0.001
"cg16452151",0.001
"cg16455067",0.001
"cg16482873",0.001
"cg16488059",0.001
"cg16510342",0.001
"cg16531277",0.001
"cg16536563",0.001
"cg16538737",0.001
"cg16541281",0.001
"cg16546861",0.001
"cg16550477",0.001
"cg16551468",0.001
"cg16564271",0.001
"cg16567137",0.001
"cg16567432",0.001
"cg16584073",0.001
"cg16586165",0.001
"cg16592080",0.001
"cg16597027",0.001
"cg16606765",0.001
"cg16614853",0.001
"cg16619646",0.001
"cg16625651",0.001
"cg16635527",0.001
"cg16635881",0.001
"cg16649058",0.001
"cg16654000",0.001
"cg16655435",0.001
"cg16656259",0.001
"cg16671748",0.001
"cg16686816",0.001
"cg16694863",0.001
"cg16700576",0.001
"cg16729510",0.001
"cg16742675",0.001
"cg16752235",0.001
"cg16760993",0.001
"cg16772022",0.001
"cg16783314",0.001
"cg16794595",0.001
"cg16796150",0.001
"cg16797340",0.001
"cg16808568",0.001
"cg16814362",0.001
"cg16829530",0.001
"cg16845812",0.001
"cg16857716",0.001
"cg16867820",0.001
"cg16869809",0.001
"cg16902775",0.001
"cg16915585",0.001
"cg16927435",0.001
"cg16953966",0.001
"cg16958026",0.001
"cg16963297",0.001
"cg16966270",0.001
"cg16970748",0.001
"cg16979339",0.001
"cg16980143",0.001
"cg16983682",0.001
"cg16991511",0.001
"cg16997557",0.001
"cg17003248",0.001
"cg17003939",0.001
"cg17012588",0.001
"cg17017670",0.001
"cg17020713",0.001
"cg17032587",0.001
"cg17044023",0.001
"cg17082610",0.001
"cg17087984",0.001
"cg17097007",0.001
"cg17098125",0.001
"cg17120139",0.001
"cg17149359",0.001
"cg17163322",0.001
"cg17165967",0.001
"cg17178123",0.001
"cg17192679",0.001
"cg17193501",0.001
"cg17204993",0.001
"cg17207552",0.001
"cg17214408",0.001
"cg17219372",0.001
"cg17221522",0.001
"cg17227030",0.001
"cg17244528",0.001
"cg17246352",0.001
"cg17260732",0.001
"cg17268992",0.001
"cg17269284",0.001
"cg17273175",0.001
"cg17291322",0.001
"cg17291758",0.001
"cg17293395",0.001
"cg17302536",0.001
"cg17308854",0.001
"cg17314482",0.001
"cg17345036",0.001
"cg17345128",0.001
"cg17345373",0.001
"cg17355765",0.001
"cg17385437",0.001
"cg17394204",0.001
"cg17400496",0.001
"cg17401476",0.001
"cg17405188",0.001
"cg17407511",0.001
"cg17413784",0.001
"cg17456701",0.001
"cg17473786",0.001
"cg17477648",0.001
"cg17480254",0.001
"cg17484496",0.001
"cg17503853",0.001
"cg17507888",0.001
"cg17527404",0.001
"cg17534756",0.001
"cg17538878",0.001
"cg17542176",0.001
"cg17542495",0.001
"cg17545301",0.001
"cg17547524",0.001
"cg17548969",0.001
"cg17560693",0.001
"cg17569844",0.001
"cg17571782",0.001
"cg17574798",0.001
"cg17581805",0.001
"cg17606228",0.001
"cg17609703",0.001
"cg17625157",0.001
"cg17626563",0.001
"cg17647263",0.001
"cg17654284",0.001
"cg17658468",0.001
"cg17691961",0.001
"cg17718280",0.001
"cg17725595",0.001
"cg17732141",0.001
"cg17733714",0.001
"cg17734525",0.001
"cg17740541",0.001
"cg17745988",0.001
"cg17775881",0.001
"cg17776579",0.001
"cg17784580",0.001
"cg17785345",0.001
"cg17790038",0.001
"cg17805968",0.001
"cg17810988",0.001
"cg17811446",0.001
"cg17843048",0.001
"cg17849117",0.001
"cg17853057",0.001
"cg17893520",0.001
"cg17928360",0.001
"cg17935021",0.001
"cg17959821",0.001
"cg17964359",0.001
"cg17968718",0.001
"cg17995340",0.001
"cg18001119",0.001
"cg18005219",0.001
"cg18043228",0.001
"cg18043690",0.001
"cg18088652",0.001
"cg18091964",0.001
"cg18093711",0.001
"cg18118743",0.001
"cg18119056",0.001
"cg18119675",0.001
"cg18127475",0.001
"cg18132745",0.001
"cg18138788",0.001
"cg18141022",0.001
"cg18152566",0.001
"cg18159654",0.001
"cg18167461",0.001
"cg18167776",0.001
"cg18192884",0.001
"cg18211787",0.001
"cg18279482",0.001
"cg18289259",0.001
"cg18307198",0.001
"cg18336502",0.001
"cg18376256",0.001
"cg18381576",0.001
"cg18382400",0.001
"cg18385808",0.001
"cg18391610",0.001
"cg18395615",0.001
"cg18403228",0.001
"cg18414950",0.001
"cg18416512",0.001
"cg18418138",0.001
"cg18431935",0.001
"cg18432711",0.001
"cg18441153",0.001
"cg18442183",0.001
"cg18450499",0.001
"cg18452672",0.001
"cg18453389",0.001
"cg18456549",0.001
"cg18491287",0.001
"cg18498622",0.001
"cg18502642",0.001
"cg18509722",0.001
"cg18510064",0.001
"cg18520603",0.001
"cg18523259",0.001
"cg18525817",0.001
"cg18559046",0.001
"cg18564727",0.001
"cg18581963",0.001
"cg18582065",0.001
"cg18641697",0.001
"cg18645109",0.001
"cg18646416",0.001
"cg18646546",0.001
"cg18652556",0.001
"cg18665563",0.001
"cg18698173",0.001
"cg18700197",0.001
"cg18701475",0.001
"cg18703109",0.001
"cg18710294",0.001
"cg18713479",0.001
"cg18716771",0.001
"cg18740115",0.001
"cg18748981",0.001
"cg18754842",0.001
"cg18772322",0.001
"cg18776021",0.001
"cg18777711",0.001
"cg18780401",0.001
"cg18780751",0.001
"cg18793814",0.001
"cg18810479",0.001
"cg18813387",0.001
"cg18833204",0.001
"cg18882436",0.001
"cg18884153",0.001
"cg18920427",0.001
"cg18930892",0.001
"cg18935633",0.001
"cg18939543",0.001
"cg18947259",0.001
"cg18976803",0.001
"cg18981227",0.001
"cg18989233",0.001
"cg18992293",0.001
"cg18996874",0.001
"cg19013142",0.001
"cg19038081",0.001
"cg19055639",0.001
"cg19058005",0.001
"cg19062189",0.001
"cg19063343",0.001
"cg19092293",0.001
"cg19095908",0.001
"cg19115280",0.001
"cg19123967",0.001
"cg19172265",0.001
"cg19189070",0.001
"cg19194595",0.001
"cg19227523",0.001
"cg19229422",0.001
"cg19235109",0.001
"cg19252375",0.001
"cg19260761",0.001
"cg19283563",0.001
"cg19284632",0.001
"cg19294711",0.001
"cg19299291",0.001
"cg19318920",0.001
"cg19321437",0.001
"cg19358195",0.001
"cg19379364",0.001
"cg19389613",0.001
"cg19395010",0.001
"cg19406003",0.001
"cg19406135",0.001
"cg19407266",0.001
"cg19407642",0.001
"cg19412948",0.001
"cg19421044",0.001
"cg19428430",0.001
"cg19481052",0.001
"cg19490917",0.001
"cg19515756",0.001
"cg19521783",0.001
"cg19528439",0.001
"cg19532356",0.001
"cg19532714",0.001
"cg19570406",0.001
"cg19572242",0.001
"cg19587616",0.001
"cg19587858",0.001
"cg19627788",0.001
"cg19658849",0.001
"cg19699788",0.001
"cg19753067",0.001
"cg19786359",0.001
"cg19799583",0.001
"cg19822434",0.001
"cg19836906",0.001
"cg19847692",0.001
"cg19854896",0.001
"cg19867052",0.001
"cg19867070",0.001
"cg19881386",0.001
"cg19912147",0.001
"cg19924480",0.001
"cg19926635",0.001
"cg19937098",0.001
"cg19937198",0.001
"cg19953285",0.001
"cg19954218",0.001
"cg19955701",0.001
"cg19964173",0.001
"cg19999150",0.001
"cg20015269",0.001
"cg20056133",0.001
"cg20057595",0.001
"cg20066214",0.001
"cg20096439",0.001
"cg20102484",0.001
"cg20119767",0.001
"cg20128214",0.001
"cg20154346",0.001
"cg20160216",0.001
"cg20160342",0.001
"cg20162728",0.001
"cg20183324",0.001
"cg20196804",0.001
"cg20199225",0.001
"cg20203466",0.001
"cg20215725",0.001
"cg20240068",0.001
"cg20244073",0.001
"cg20262712",0.001
"cg20290568",0.001
"cg20310902",0.001
"cg20313968",0.001
"cg20318550",0.001
"cg20321768",0.001
"cg20329959",0.001
"cg20332242",0.001
"cg20343467",0.001
"cg20344426",0.001
"cg20357712",0.001
"cg20398733",0.001
"cg20416767",0.001
"cg20430101",0.001
"cg20431201",0.001
"cg20456193",0.001
"cg20477705",0.001
"cg20484507",0.001
"cg20492222",0.001
"cg20495737",0.001
"cg20497334",0.001
"cg20497504",0.001
"cg20503835",0.001
"cg20514061",0.001
"cg20517444",0.001
"cg20521035",0.001
"cg20583833",0.001
"cg20590161",0.001
"cg20608489",0.001
"cg20622056",0.001
"cg20626777",0.001
"cg20638572",0.001
"cg20650759",0.001
"cg20651980",0.001
"cg20664795",0.001
"cg20679279",0.001
"cg20698293",0.001
"cg20716107",0.001
"cg20746035",0.001
"cg20752856",0.001
"cg20786418",0.001
"cg20790618",0.001
"cg20796646",0.001
"cg20804103",0.001
"cg20843025",0.001
"cg20844535",0.001
"cg20844690",0.001
"cg20861422",0.001
"cg20862176",0.001
"cg20948364",0.001
"cg20964500",0.001
"cg20971536",0.001
"cg20973408",0.001
"cg21015825",0.001
"cg21028499",0.001
"cg21051522",0.001
"cg21062054",0.001
"cg21067846",0.001
"cg21095699",0.001
"cg21110833",0.001
"cg21120047",0.001
"cg21137340",0.001
"cg21137943",0.001
"cg21140601",0.001
"cg21142075",0.001
"cg21142420",0.001
"cg21153181",0.001
"cg21158178",0.001
"cg21173031",0.001
"cg21179255",0.001
"cg21185563",0.001
"cg21197919",0.001
"cg21230103",0.001
"cg21232685",0.001
"cg21251002",0.001
"cg21283017",0.001
"cg21291163",0.001
"cg21315986",0.001
"cg21355508",0.001
"cg21365235",0.001
"cg21374587",0.001
"cg21397585",0.001
"cg21400357",0.001
"cg21402738",0.001
"cg21421741",0.001
"cg21426441",0.001
"cg21437251",0.001
"cg21453477",0.001
"cg21456313",0.001
"cg21459545",0.001
"cg21459774",0.001
"cg21472919",0.001
"cg21481533",0.001
"cg21481858",0.001
"cg21491240",0.001
"cg21493591",0.001
"cg21524856",0.001
"cg21559133",0.001
"cg21560977",0.001
"cg21563151",0.001
"cg21590047",0.001
"cg21597797",0.001
"cg21602092",0.001
"cg21648914",0.001
"cg21649393",0.001
"cg21662807",0.001
"cg21664443",0.001
"cg21665294",0.001
"cg21667114",0.001
"cg21674328",0.001
"cg21683332",0.001
"cg21729122",0.001
"cg21732460",0.001
"cg21742716",0.001
"cg21772629",0.001
"cg21794913",0.001
"cg21810981",0.001
"cg21812088",0.001
"cg21836062",0.001
"cg21854353",0.001
"cg21860846",0.001
"cg21862957",0.001
"cg21883848",0.001
"cg21890813",0.001
"cg21893284",0.001
"cg21893469",0.001
"cg21896142",0.001
"cg21902245",0.001
"cg21905818",0.001
"cg21907794",0.001
"cg21933278",0.001
"cg21940586",0.001
"cg21956484",0.001
"cg21966453",0.001
"cg21994514",0.001
"cg22053920",0.001
"cg22065759",0.001
"cg22070189",0.001
"cg22073894",0.001
"cg22089717",0.001
"cg22090245",0.001
"cg22102888",0.001
"cg22143562",0.001
"cg22169020",0.001
"cg22206699",0.001
"cg22213614",0.001
"cg22238662",0.001
"cg22248289",0.001
"cg22254479",0.001
"cg22264584",0.001
"cg22271341",0.001
"cg22287033",0.001
"cg22350885",0.001
"cg22354945",0.001
"cg22366897",0.001
"cg22367370",0.001
"cg22395236",0.001
"cg22427996",0.001
"cg22474124",0.001
"cg22491113",0.001
"cg22497867",0.001
"cg22526309",0.001
"cg22539189",0.001
"cg22540489",0.001
"cg22544406",0.001
"cg22560211",0.001
"cg22561883",0.001
"cg22565168",0.001
"cg22567789",0.001
"cg22597771",0.001
"cg22638535",0.001
"cg22655232",0.001
"cg22655251",0.001
"cg22656275",0.001
"cg22665187",0.001
"cg22666517",0.001
"cg22671388",0.001
"cg22675021",0.001
"cg22680507",0.001
"cg22685762",0.001
"cg22694412",0.001
"cg22696549",0.001
"cg22702625",0.001
"cg22750044",0.001
"cg22750156",0.001
"cg22774426",0.001
"cg22811030",0.001
"cg22821597",0.001
"cg22823009",0.001
"cg22823767",0.001
"cg22826577",0.001
"cg22829047",0.001
"cg22829182",0.001
"cg22844265",0.001
"cg22865905",0.001
"cg22867606",0.001
"cg22888346",0.001
"cg22934939",0.001
"cg22943827",0.001
"cg22950620",0.001
"cg22972232",0.001
"cg22975791",0.001
"cg22976632",0.001
"cg22985134",0.001
"cg23056602",0.001
"cg23061435",0.001
"cg23065017",0.001
"cg23092775",0.001
"cg23112505",0.001
"cg23118318",0.001
"cg23119380",0.001
"cg23120656",0.001
"cg23125267",0.001
"cg23137494",0.001
"cg23140620",0.001
"cg23156100",0.001
"cg23162245",0.001
"cg23171231",0.001
"cg23183988",0.001
"cg23187887",0.001
"cg23195969",0.001
"cg23232263",0.001
"cg23243888",0.001
"cg23279136",0.001
"cg23285437",0.001
"cg23323276",0.001
"cg23346976",0.001
"cg23351943",0.001
"cg23360535",0.001
"cg23360700",0.001
"cg23371433",0.001
"cg23374711",0.001
"cg23391569",0.001
"cg23391833",0.001
"cg23392495",0.001
"cg23407366",0.001
"cg23412653",0.001
"cg23437164",0.001
"cg23455641",0.001
"cg23503517",0.001
"cg23512508",0.001
"cg23549061",0.001
"cg23554546",0.001
"cg23571024",0.001
"cg23572455",0.001
"cg23581718",0.001
"cg23586018",0.001
"cg23590549",0.001
"cg23607813",0.001
"cg23621018",0.001
"cg23623685",0.001
"cg23648616",0.001
"cg23656963",0.001
"cg23676936",0.001
"cg23694557",0.001
"cg23714856",0.001
"cg23718917",0.001
"cg23743320",0.001
"cg23756219",0.001
"cg23830708",0.001
"cg23841865",0.001
"cg23852772",0.001
"cg23859208",0.001
"cg23868623",0.001
"cg23876265",0.001
"cg23881693",0.001
"cg23891627",0.001
"cg23921120",0.001
"cg23921534",0.001
"cg23924939",0.001
"cg23932703",0.001
"cg23934598",0.001
"cg23937047",0.001
"cg23947872",0.001
"cg23959613",0.001
"cg24000816",0.001
"cg24008682",0.001
"cg24060399",0.001
"cg24090283",0.001
"cg24090346",0.001
"cg24116081",0.001
"cg24138866",0.001
"cg24139739",0.001
"cg24141428",0.001
"cg24143718",0.001
"cg24156832",0.001
"cg24157854",0.001
"cg24158184",0.001
"cg24170343",0.001
"cg24184541",0.001
"cg24187269",0.001
"cg24199204",0.001
"cg24216096",0.001
"cg24226842",0.001
"cg24247857",0.001
"cg24253627",0.001
"cg24266622",0.001
"cg24288222",0.001
"cg24306507",0.001
"cg24311433",0.001
"cg24327587",0.001
"cg24331682",0.001
"cg24332600",0.001
"cg24333508",0.001
"cg24347720",0.001
"cg24351753",0.001
"cg24364762",0.001
"cg24375281",0.001
"cg24378073",0.001
"cg24389412",0.001
"cg24390687",0.001
"cg24393665",0.001
"cg24399474",0.001
"cg24401557",0.001
"cg24443373",0.001
"cg24455620",0.001
"cg24457306",0.001
"cg24475821",0.001
"cg24496423",0.001
"cg24512517",0.001
"cg24541898",0.001
"cg24548265",0.001
"cg24579312",0.001
"cg24585803",0.001
"cg24605338",0.001
"cg24607660",0.001
"cg24618963",0.001
"cg24633848",0.001
"cg24647726",0.001
"cg24663315",0.001
"cg24664551",0.001
"cg24667648",0.001
"cg24670916",0.001
"cg24672465",0.001
"cg24701794",0.001
"cg24712639",0.001
"cg24724231",0.001
"cg24729639",0.001
"cg24735493",0.001
"cg24741770",0.001
"cg24779040",0.001
"cg24783935",0.001
"cg24800146",0.001
"cg24811772",0.001
"cg24822127",0.001
"cg24834461",0.001
"cg24845753",0.001
"cg24850246",0.001
"cg24862851",0.001
"cg24870697",0.001
"cg24875824",0.001
"cg24881209",0.001
"cg24885603",0.001
"cg24908839",0.001
"cg24966202",0.001
"cg24971873",0.001
"cg24978383",0.001
"cg24995836",0.001
"cg25008483",0.001
"cg25016710",0.001
"cg25047954",0.001
"cg25052176",0.001
"cg25066325",0.001
"cg25075069",0.001
"cg25087023",0.001
"cg25094310",0.001
"cg25124970",0.001
"cg25125622",0.001
"cg25127732",0.001
"cg25158266",0.001
"cg25189177",0.001
"cg25236484",0.001
"cg25250241",0.001
"cg25253815",0.001
"cg25269039",0.001
"cg25291484",0.001
"cg25294059",0.001
"cg25298085",0.001
"cg25317260",0.001
"cg25323709",0.001
"cg25359581",0.001
"cg25360441",0.001
"cg25377297",0.001
"cg25388876",0.001
"cg25396787",0.001
"cg25421903",0.001
"cg25422517",0.001
"cg25428532",0.001
"cg25432661",0.001
"cg25440309",0.001
"cg25443545",0.001
"cg25447299",0.001
"cg25496792",0.001
"cg25502462",0.001
"cg25523185",0.001
"cg25525476",0.001
"cg25528646",0.001
"cg25547772",0.001
"cg25549519",0.001
"cg25558406",0.001
"cg25577993",0.001
"cg25597140",0.001
"cg25619303",0.001
"cg25630838",0.001
"cg25633620",0.001
"cg25645840",0.001
"cg25675072",0.001
"cg25686125",0.001
"cg25696807",0.001
"cg25729795",0.001
"cg25730864",0.001
"cg25748384",0.001
"cg25780077",0.001
"cg25790043",0.001
"cg25790968",0.001
"cg25820515",0.001
"cg25824715",0.001
"cg25827157",0.001
"cg25831281",0.001
"cg25834869",0.001
"cg25840900",0.001
"cg25857023",0.001
"cg25870731",0.001
"cg25874079",0.001
"cg25877087",0.001
"cg25892640",0.001
"cg25909697",0.001
"cg25923284",0.001
"cg25925082",0.001
"cg25933726",0.001
"cg25934633",0.001
"cg25945792",0.001
"cg25951908",0.001
"cg25961487",0.001
"cg25976216",0.001
"cg25987936",0.001
"cg25988710",0.001
"cg25996557",0.001
"cg26004099",0.001
"cg26010110",0.001
"cg26012731",0.001
"cg26032662",0.001
"cg26035633",0.001
"cg26039373",0.001
"cg26046924",0.001
"cg26071642",0.001
"cg26077882",0.001
"cg26093885",0.001
"cg26104731",0.001
"cg26117336",0.001
"cg26137597",0.001
"cg26138256",0.001
"cg26146690",0.001
"cg26161745",0.001
"cg26167402",0.001
"cg26171741",0.001
"cg26202131",0.001
"cg26207017",0.001
"cg26212480",0.001
"cg26218823",0.001
"cg26227088",0.001
"cg26230429",0.001
"cg26236203",0.001
"cg26248987",0.001
"cg26255552",0.001
"cg26267038",0.001
"cg26296266",0.001
"cg26297738",0.001
"cg26316452",0.001
"cg26333595",0.001
"cg26351354",0.001
"cg26351479",0.001
"cg26358122",0.001
"cg26369916",0.001
"cg26406249",0.001
"cg26415216",0.001
"cg26417435",0.001
"cg26451067",0.001
"cg26461352",0.001
"cg26469991",0.001
"cg26486069",0.001
"cg26492744",0.001
"cg26503676",0.001
"cg26505478",0.001
"cg26513050",0.001
"cg26547788",0.001
"cg26552464",0.001
"cg26555756",0.001
"cg26557308",0.001
"cg26559546",0.001
"cg26578373",0.001
"cg26609072",0.001
"cg26621757",0.001
"cg26640879",0.001
"cg26671851",0.001
"cg26672162",0.001
"cg26734249",0.001
"cg26736837",0.001
"cg26744454",0.001
"cg26747413",0.001
"cg26751510",0.001
"cg26763555",0.001
"cg26764972",0.001
"cg26773030",0.001
"cg26780743",0.001
"cg26803955",0.001
"cg26820941",0.001
"cg26822438",0.001
"cg26856754",0.001
"cg26861374",0.001
"cg26872564",0.001
"cg26893337",0.001
"cg26895478",0.001
"cg26924177",0.001
"cg26944949",0.001
"cg26947618",0.001
"cg26950514",0.001
"cg26953856",0.001
"cg26957372",0.001
"cg26990077",0.001
"cg27040993",0.001
"cg27044570",0.001
"cg27045376",0.001
"cg27050343",0.001
"cg27055580",0.001
"cg27059259",0.001
"cg27069588",0.001
"cg27072561",0.001
"cg27074837",0.001
"cg27076487",0.001
"cg27078591",0.001
"cg27086638",0.001
"cg27112414",0.001
"cg27121276",0.001
"cg27138390",0.001
"cg27147089",0.001
"cg27175542",0.001
"cg27208467",0.001
"cg27221747",0.001
"cg27264329",0.001
"cg27292235",0.001
"cg27301423",0.001
"cg27355009",0.001
"cg27359921",0.001
"cg27375748",0.001
"cg27387615",0.001
"cg27394478",0.001
"cg27404245",0.001
"cg27410675",0.001
"cg27422338",0.001
"cg27441063",0.001
"cg27443052",0.001
"cg27446382",0.001
"cg27453644",0.001
"cg27475224",0.001
"cg27485646",0.001
"cg27517592",0.001
"cg27540791",0.001
"cg27548607",0.001
"cg27550498",0.001
"cg27556136",0.001
"cg27577719",0.001
"cg27584725",0.001
"cg27590787",0.001
"cg27591283",0.001
"cg27593111",0.001
"cg27616996",0.001
"cg27654334",0.001
"cg27656519",0.001
"ch.X.112118442F",0.001
"ch.X.97651759F",0.001
