Table S1: A list of CpG sites with methylation patterns in Figure 1 & Additional file 1: Fig. S1,,
cpg,color,pattern
cg13613450,grey,rest
cg13628616,red,A
cg13640071,grey,rest
cg13645113,red,A
cg13645631,grey,rest
cg13646106,black,C
cg13646297,red,A
cg13649400,red,A
cg13663706,red,A
cg13664654,red,A
cg13675050,red,A
cg13675330,green,B
cg13680016,red,A
cg13682241,red,A
cg13699152,red,A
cg13723766,red,A
cg13744306,red,A
cg13747195,black,C
cg13747960,red,A
cg13751216,grey,rest
cg13766601,red,A
cg13770495,black,C
cg13771263,red,A
cg13775533,red,A
cg13784767,green,B
cg13786096,red,A
cg13788004,red,A
cg13789561,red,A
cg13797960,red,A
cg13825930,grey,rest
cg13851721,black,C
cg13907504,green,B
cg13915481,red,A
cg13918312,red,A
cg13919860,red,A
cg13926267,black,C
cg13929206,grey,rest
cg13937627,red,A
cg13940798,grey,rest
cg13941987,red,A
cg13943560,grey,rest
cg13974562,red,A
cg13977434,red,A
cg13983639,black,C
cg13985405,red,A
cg13987972,grey,rest
cg13988667,red,A
cg14004892,red,A
cg14007036,red,A
cg14020146,black,C
cg14022645,red,A
cg14029201,red,A
cg14057181,red,A
cg14061423,red,A
cg14107136,red,A
cg14113300,red,A
cg14113919,red,A
cg14116332,red,A
cg14127907,red,A
cg14135852,black,C
cg14137558,red,A
cg14151795,black,C
cg14177924,green,B
cg14191036,grey,rest
cg14191108,red,A
cg14191292,green,B
cg14214586,red,A
cg14220025,green,B
cg14239049,grey,rest
cg14247154,red,A
cg14251139,red,A
cg14267065,red,A
cg14295915,red,A
cg14310499,red,A
cg14315663,red,A
cg14318199,green,B
cg14322166,grey,rest
cg14334484,black,C
cg14340500,red,A
cg14343687,red,A
cg14350469,red,A
cg14354749,green,B
cg14386202,red,A
cg14388993,red,A
cg14463432,red,A
cg14495054,grey,rest
cg14505980,black,C
cg14513804,red,A
cg14514403,red,A
cg14519153,green,B
cg14532322,black,C
cg14539516,red,A
cg14541448,red,A
cg14625604,red,A
cg14688179,red,A
cg14699257,grey,rest
cg14711543,red,A
cg14720319,red,A
cg14725109,red,A
cg14725392,grey,rest
cg14727709,black,C
cg14745925,grey,rest
cg14751158,black,C
cg14772107,red,A
cg14772836,black,C
cg14783837,red,A
cg14804181,red,A
cg14812623,red,A
cg14825116,black,C
cg14828248,red,A
cg14828865,red,A
cg14831390,red,A
cg14831665,red,A
cg14873818,red,A
cg14927076,red,A
cg14949922,red,A
cg14951132,red,A
cg14961598,red,A
cg14970569,red,A
cg14972002,red,A
cg14972383,grey,rest
cg14990368,red,A
cg14993186,red,A
cg14996916,green,B
cg15035437,red,A
cg15039826,red,A
cg15043283,red,A
cg15075851,red,A
cg15133344,green,B
cg15162843,red,A
cg15165694,red,A
cg15167807,black,C
cg15198729,grey,rest
cg15199886,red,A
cg15225044,red,A
cg15233060,red,A
cg15234550,red,A
cg15236541,red,A
cg15245437,black,C
cg15255584,green,B
cg15255859,red,A
cg15257930,red,A
cg15259400,red,A
cg15308487,red,A
cg15314890,grey,rest
cg15317927,red,A
cg15322230,purple,D
cg15325759,black,C
cg15342308,grey,rest
cg15345580,red,A
cg15358931,grey,rest
cg15363435,red,A
cg15373098,red,A
cg15380114,green,B
cg15391239,red,A
cg15392343,red,A
cg15410402,red,A
cg15418221,red,A
cg15443127,black,C
cg15450782,red,A
cg15452747,red,A
cg15465642,grey,rest
cg15511490,red,A
cg15511516,red,A
cg15517690,red,A
cg15520863,grey,rest
cg15521289,red,A
cg15522989,green,B
cg15534364,red,A
cg15565409,red,A
cg15579650,red,A
cg15582794,red,A
cg15612444,grey,rest
cg15626629,black,C
cg15661671,red,A
cg15672146,green,B
cg15682807,red,A
cg15685776,red,A
cg15686826,red,A
cg15706156,red,A
cg15715746,black,C
cg15720064,black,C
cg15727409,red,A
cg15731001,grey,rest
cg15737470,grey,rest
cg15755924,red,A
cg15757320,red,A
cg15769969,red,A
cg15771339,red,A
cg15806723,red,A
cg15813836,red,A
cg15816181,red,A
cg15831456,red,A
cg15841434,red,A
cg15847989,green,B
cg15850390,red,A
cg15858894,red,A
cg15867166,red,A
cg15870809,red,A
cg15874629,red,A
cg15879104,black,C
cg15883201,red,A
cg15887754,grey,rest
cg15888279,red,A
cg15891447,red,A
cg15906052,red,A
cg15906134,black,C
cg15907464,red,A
cg15919369,red,A
cg15922956,red,A
cg15926952,green,B
cg15953310,red,A
cg16059374,red,A
cg16068924,black,C
cg16078210,red,A
cg16097380,red,A
cg16104517,black,C
cg16108684,red,A
cg16117744,green,B
cg16119423,red,A
cg16140952,red,A
cg16141678,green,B
cg16151342,black,C
cg16161440,red,A
cg16177032,red,A
cg16181678,red,A
cg16200513,red,A
cg16211147,red,A
cg16218862,red,A
cg16221895,red,A
cg16245086,red,A
cg16248169,red,A
cg16250105,red,A
cg16251333,green,B
cg16251458,red,A
cg16257494,grey,rest
cg16269097,red,A
cg16270385,red,A
cg16272791,red,A
cg16313903,green,B
cg16315447,red,A
cg16318983,red,A
cg16328033,red,A
cg16356987,red,A
cg16371488,green,B
cg16401529,green,B
cg16403901,red,A
cg16412513,red,A
cg16414561,red,A
cg16417926,green,B
cg16431191,green,B
cg16431713,red,A
cg16488754,red,A
cg16501779,red,A
cg16507965,red,A
cg16510010,red,A
cg16510200,red,A
cg16515238,red,A
cg16529483,red,A
cg16550477,black,C
cg16579869,grey,rest
cg16582649,black,C
cg16590821,red,A
cg16594878,black,C
cg16611264,red,A
cg16617243,red,A
cg16617830,red,A
cg16625651,grey,rest
cg16626088,red,A
cg16627148,green,B
cg16637019,red,A
cg16638301,red,A
cg16641060,red,A
cg16641190,red,A
cg16641638,red,A
cg16679837,red,A
cg16680922,red,A
cg16692308,red,A
cg16692973,red,A
cg16697940,red,A
cg16710313,red,A
cg16716035,red,A
cg16718054,red,A
cg16723800,grey,rest
cg16734817,red,A
cg16738558,grey,rest
cg16746539,black,C
cg16755924,red,A
cg16756025,red,A
cg16770948,red,A
cg16778620,red,A
cg16796150,red,A
cg16807457,red,A
cg16822572,red,A
cg16824069,green,B
cg16830479,grey,rest
cg16857716,red,A
cg16867483,red,A
cg16870351,red,A
cg16888752,grey,rest
cg16890879,red,A
cg16894263,red,A
cg16916745,black,C
cg16917996,red,A
cg16925682,grey,rest
cg16930349,red,A
cg16937327,black,C
cg16940942,red,A
cg16949923,red,A
cg16950696,grey,rest
cg16954455,red,A
cg16962802,black,C
cg16963297,black,C
cg16976875,red,A
cg16976876,red,A
cg16978043,green,B
cg16984885,red,A
cg16991511,red,A
cg16998810,red,A
cg17033281,red,A
cg17036062,red,A
cg17041378,red,A
cg17041400,green,B
cg17044023,red,A
cg17054449,grey,rest
cg17058724,red,A
cg17064159,green,B
cg17069068,grey,rest
cg17077516,grey,rest
cg17125742,red,A
cg17149359,red,A
cg17152375,red,A
cg17155263,black,C
cg17155577,red,A
cg17157129,red,A
cg17195879,red,A
cg17207724,red,A
cg17223593,red,A
cg17224287,red,A
cg17231418,red,A
cg17236781,red,A
cg17246352,red,A
cg17268992,grey,rest
cg17279959,green,B
cg17281810,grey,rest
cg17292622,red,A
cg17296858,black,C
cg17299883,red,A
cg17326835,black,C
cg17342984,grey,rest
cg17345036,red,A
cg17363084,red,A
cg17376045,red,A
cg17383222,black,C
cg17385175,red,A
cg17386265,red,A
cg17388110,green,B
cg17394901,red,A
cg17396400,red,A
cg17399684,red,A
cg17401837,black,C
cg17404000,red,A
cg17405145,green,B
cg17405188,green,B
cg17456701,black,C
cg17466318,red,A
cg17473615,grey,rest
cg17477997,red,A
cg17479100,red,A
cg17482649,grey,rest
cg17488844,red,A
cg17499479,green,B
cg17517128,black,C
cg17529435,green,B
cg17533951,grey,rest
cg17537844,black,C
cg17547524,red,A
cg17548613,red,A
cg17553592,red,A
cg17558827,red,A
cg17565795,red,A
cg17581805,black,C
cg17588626,red,A
cg17592148,red,A
cg17602500,red,A
cg17603461,red,A
cg17607496,red,A
cg17620251,red,A
cg17624691,red,A
cg17639056,red,A
cg17658468,red,A
cg17699837,green,B
cg17703220,red,A
cg17710066,red,A
cg17716100,red,A
cg17720011,red,A
cg17727916,red,A
cg17729873,red,A
cg17733714,grey,rest
cg17740541,red,A
cg17749360,black,C
cg17775518,red,A
cg17776579,red,A
cg17788031,red,A
cg17794813,red,A
cg17800714,red,A
cg17811760,red,A
cg17814335,red,A
cg17818432,red,A
cg17823667,green,B
cg17824401,red,A
cg17825572,red,A
cg17831869,red,A
cg17832062,red,A
cg17847781,red,A
cg17849117,red,A
cg17852104,grey,rest
cg17856536,grey,rest
cg17863679,grey,rest
cg17865482,red,A
cg17868752,green,B
cg17874273,black,C
cg17877174,red,A
cg17878899,grey,rest
cg17880859,green,B
cg17917970,red,A
cg17920241,red,A
cg17935021,red,A
cg17959735,red,A
cg17969499,black,C
cg17974418,black,C
cg17976175,red,A
cg17980977,grey,rest
cg18000886,red,A
cg18000985,green,B
cg18009325,red,A
cg18015035,red,A
cg18031773,red,A
cg18102233,red,A
cg18102950,red,A
cg18105467,red,A
cg18107314,red,A
cg18110168,red,A
cg18112782,red,A
cg18124907,red,A
cg18132745,red,A
cg18140045,red,A
cg18147067,red,A
cg18164076,red,A
cg18225658,red,A
cg18232722,red,A
cg18232738,red,A
cg18240390,red,A
cg18273575,red,A
cg18274682,red,A
cg18275846,black,C
cg18288715,red,A
cg18383984,red,A
cg18388301,black,C
cg18389752,green,B
cg18395382,red,A
cg18396806,red,A
cg18396832,green,B
cg18397310,red,A
cg18407858,black,C
cg18420843,black,C
cg18422972,grey,rest
cg18426655,red,A
cg18426869,red,A
cg18452672,grey,rest
cg18461482,black,C
cg18491397,black,C
cg18506674,green,B
cg18515307,red,A
cg18520280,black,C
cg18542573,red,A
cg18581963,red,A
cg18610025,red,A
cg18610223,green,B
cg18632412,red,A
cg18634060,green,B
cg18636716,red,A
cg18679504,red,A
cg18689730,red,A
cg18702893,grey,rest
cg18717600,red,A
cg18720642,red,A
cg18742441,red,A
cg18748527,green,B
cg18748981,grey,rest
cg18757172,red,A
cg18764240,black,C
cg18769303,red,A
cg18771512,black,C
cg18776609,black,C
cg18779595,red,A
cg18787045,black,C
cg18796341,red,A
cg18809883,red,A
cg18812946,green,B
cg18813010,black,C
cg18813387,green,B
cg18816329,red,A
cg18817143,red,A
cg18818432,red,A
cg18828303,red,A
cg18833705,red,A
cg18834878,red,A
cg18878700,red,A
cg18882670,black,C
cg18885073,red,A
cg18904224,red,A
cg18920427,red,A
cg18932686,red,A
cg18935349,red,A
cg18938476,grey,rest
cg18960294,red,A
cg18983709,red,A
cg18989057,red,A
cg18989810,red,A
cg18989977,green,B
cg18990292,red,A
cg18998000,red,A
cg19005062,red,A
cg19022384,red,A
cg19023309,red,A
cg19038081,red,A
cg19039368,red,A
cg19041137,red,A
cg19041765,grey,rest
cg19045293,grey,rest
cg19053358,red,A
cg19056391,red,A
cg19060387,red,A
cg19063141,red,A
cg19068385,red,A
cg19112977,grey,rest
cg19162841,red,A
cg19168249,red,A
cg19175479,red,A
cg19180514,red,A
cg19194595,red,A
cg19214916,grey,rest
cg19238394,red,A
cg19265708,red,A
cg19267533,green,B
cg19318186,red,A
cg19332075,red,A
cg19341307,green,B
cg19355911,red,A
cg19383360,red,A
cg19398192,red,A
cg19407410,red,A
cg19415116,red,A
cg19415339,red,A
cg19428430,red,A
cg19441529,red,A
cg19441811,green,B
cg19471462,grey,rest
cg19487868,grey,rest
cg19490917,green,B
cg19493242,red,A
cg19505129,red,A
cg19506937,red,A
cg19513111,red,A
cg19525496,red,A
cg19528502,red,A
cg19532714,red,A
cg19533991,black,C
cg19535369,green,B
cg19547549,black,C
cg19549023,red,A
cg19572135,red,A
cg19579913,red,A
cg19580826,red,A
cg19583388,grey,rest
cg19585278,grey,rest
cg19587616,red,A
cg19603571,red,A
cg19605909,red,A
cg19628038,grey,rest
cg19631766,red,A
cg19635884,red,A
cg19636887,black,C
cg19638040,red,A
cg19638648,green,B
cg19681107,black,C
cg19687016,red,A
cg19687650,grey,rest
cg19718903,red,A
cg19731655,grey,rest
cg19736094,red,A
cg19736647,red,A
cg19748438,red,A
cg19754833,red,A
cg19777864,red,A
cg19780807,red,A
cg19782749,red,A
cg19784262,grey,rest
cg19787517,red,A
cg19791442,red,A
cg19800913,red,A
cg19821612,red,A
cg19834421,red,A
cg19840133,red,A
cg19840285,black,C
cg19855812,red,A
cg19859323,red,A
cg19860695,red,A
cg19867709,red,A
cg19895492,green,B
cg19897275,red,A
cg19903753,green,B
cg19918759,red,A
cg19919335,grey,rest
cg19924862,red,A
cg19936436,green,B
cg19937618,red,A
cg19939909,red,A
cg19944582,red,A
cg19963797,red,A
cg19964192,black,C
cg19989944,green,B
cg19992190,red,A
cg19995126,red,A
cg19997062,red,A
cg19998137,red,A
cg20000541,black,C
cg20015269,red,A
cg20018767,red,A
cg20020143,red,A
cg20024850,red,A
cg20033444,red,A
cg20065441,black,C
cg20071884,black,C
cg20074774,red,A
cg20077602,red,A
cg20081453,red,A
cg20113724,red,A
cg20116159,red,A
cg20121427,red,A
cg20122617,black,C
cg20129827,grey,rest
cg20133129,green,B
cg20134820,red,A
cg20135706,red,A
cg20137045,green,B
cg20197861,red,A
cg20201673,grey,rest
cg20202246,grey,rest
cg20208613,red,A
cg20211377,green,B
cg20214004,grey,rest
cg20229989,black,C
cg20279598,red,A
cg20281601,red,A
cg20289033,green,B
cg20289741,red,A
cg20291321,grey,rest
cg20302203,green,B
cg20303283,green,B
cg20312916,red,A
cg20324110,black,C
cg20329959,red,A
cg20333412,black,C
cg20347665,red,A
cg20348344,purple,D
cg20359784,red,A
cg20372745,red,A
cg20372775,grey,rest
cg20373036,red,A
cg20396841,red,A
cg20420363,red,A
cg20421037,red,A
cg20442640,red,A
cg20445038,red,A
cg20455959,red,A
cg20457259,red,A
cg20473379,green,B
cg20480826,green,B
cg20484507,red,A
cg20485230,grey,rest
cg20493887,black,C
cg20498086,red,A
cg20501527,black,C
cg20503915,red,A
cg20509119,grey,rest
cg20517444,red,A
cg20519277,black,C
cg20549224,red,A
cg20563277,red,A
cg20589243,red,A
cg20592837,grey,rest
cg20597646,red,A
cg20662913,red,A
cg20664654,red,A
cg20746035,red,A
cg20749341,red,A
cg20766178,red,A
cg20767561,red,A
cg20767845,black,C
cg20773149,red,A
cg20775112,red,A
cg20781383,red,A
cg20792978,red,A
cg20793193,red,A
cg20814574,green,B
cg20844384,black,C
cg20858239,red,A
cg20859738,red,A
cg20861422,black,C
cg20880647,red,A
cg20887366,red,A
cg20948364,red,A
cg20969392,black,C
cg20979765,red,A
cg20983329,red,A
cg20984994,grey,rest
cg20999651,grey,rest
cg21016188,red,A
cg21019788,red,A
cg21021766,black,C
cg21035371,black,C
cg21040109,red,A
cg21040569,red,A
cg21045312,black,C
cg21114303,grey,rest
cg21114806,grey,rest
cg21137943,red,A
cg21142075,red,A
cg21142738,green,B
cg21156383,red,A
cg21159768,red,A
cg21161328,red,A
cg21179956,red,A
cg21202708,red,A
cg21205654,red,A
cg21206285,red,A
cg21207958,red,A
cg21209948,red,A
cg21239691,green,B
cg21265341,black,C
cg21284493,red,A
cg21290550,red,A
cg21290775,red,A
cg21302017,green,B
cg21304892,red,A
cg21308826,grey,rest
cg21323815,green,B
cg21327581,red,A
cg21331369,red,A
cg21331812,red,A
cg21342611,red,A
cg21361971,black,C
cg21362390,red,A
cg21364772,red,A
cg21380015,red,A
cg21384883,black,C
cg21401951,green,B
cg21411942,red,A
cg21459545,grey,rest
cg21473514,red,A
cg21474854,red,A
cg21480420,red,A
cg21484182,red,A
cg21502819,black,C
cg21544051,red,A
cg21545785,red,A
cg21547183,red,A
cg21557668,red,A
cg21595968,red,A
cg21597797,red,A
cg21602092,red,A
cg21604054,red,A
cg21604743,green,B
cg21608567,red,A
cg21634944,red,A
cg21635596,red,A
cg21649393,green,B
cg21692664,grey,rest
cg21699341,black,C
cg21727314,red,A
cg21758197,red,A
cg21762935,red,A
cg21773962,red,A
cg21776057,red,A
cg21785054,red,A
cg21786233,grey,rest
cg21807849,black,C
cg21808055,green,B
cg21864225,red,A
cg21864829,red,A
cg21880156,red,A
cg21881821,red,A
cg21882403,red,A
cg21883848,black,C
cg21887683,red,A
cg21888438,red,A
cg21890239,red,A
cg21893284,green,B
cg21899276,red,A
cg21903569,red,A
cg21907582,grey,rest
cg21911363,red,A
cg21912308,grey,rest
cg21918369,red,A
cg21936763,black,C
cg21939789,red,A
cg21940586,red,A
cg21945665,red,A
cg21945991,red,A
cg21953876,red,A
cg21960840,red,A
cg21966453,red,A
cg21978299,red,A
cg21983484,red,A
cg21985559,green,B
cg22010791,black,C
cg22014878,red,A
cg22037115,green,B
cg22044068,green,B
cg22044840,red,A
cg22050539,red,A
cg22053855,red,A
cg22055524,red,A
cg22067189,grey,rest
cg22069441,red,A
cg22069989,red,A
cg22123924,black,C
cg22151216,red,A
cg22164912,red,A
cg22170936,red,A
cg22189618,green,B
cg22191603,red,A
cg22206855,red,A
cg22219869,green,B
cg22221554,red,A
cg22223600,red,A
cg22223709,purple,D
cg22226984,black,C
cg22264584,green,B
cg22268449,green,B
cg22275278,red,A
cg22288147,black,C
cg22328457,grey,rest
cg22332884,red,A
cg22355031,grey,rest
cg22363893,grey,rest
cg22364374,red,A
cg22366395,green,B
cg22366618,red,A
cg22403382,black,C
cg22412459,red,A
cg22417589,red,A
cg22449896,red,A
cg22451002,grey,rest
cg22452543,red,A
cg22558562,grey,rest
cg22561883,red,A
cg22562219,grey,rest
cg22569587,red,A
cg22575892,red,A
cg22601215,red,A
cg22609034,green,B
cg22625568,red,A
cg22643011,black,C
cg22657475,black,C
cg22658957,red,A
cg22662205,red,A
cg22672606,grey,rest
cg22674664,red,A
cg22675021,black,C
cg22682304,red,A
cg22682567,red,A
cg22702707,green,B
cg22705131,black,C
cg22776211,red,A
cg22784592,red,A
cg22808564,black,C
cg22817042,red,A
cg22820312,red,A
cg22822140,grey,rest
cg22823009,red,A
cg22823767,red,A
cg22824415,red,A
cg22825635,black,C
cg22826577,grey,rest
cg22842882,grey,rest
cg22846914,grey,rest
cg22850802,red,A
cg22865368,green,B
cg22913932,red,A
cg22917082,green,B
cg22917680,red,A
cg22918218,red,A
cg22926378,green,B
cg22944282,red,A
cg22951728,red,A
cg22955387,black,C
cg22961098,green,B
cg22964346,green,B
cg22969661,red,A
cg22970017,grey,rest
cg23064627,red,A
cg23091104,red,A
cg23121114,red,A
cg23124867,red,A
cg23143524,red,A
cg23154024,red,A
cg23161024,green,B
cg23170483,black,C
cg23175583,red,A
cg23181142,red,A
cg23184276,red,A
cg23192736,red,A
cg23214760,red,A
cg23214992,red,A
cg23218997,red,A
cg23221544,red,A
cg23238793,grey,rest
cg23238851,red,A
cg23245147,grey,rest
cg23245720,black,C
cg23251359,red,A
cg23299576,red,A
cg23299641,grey,rest
cg23322383,red,A
cg23323276,red,A
cg23323745,red,A
cg23353205,green,B
cg23356769,red,A
cg23364040,black,C
cg23408987,red,A
cg23417743,red,A
cg23429746,red,A
cg23443158,red,A
cg23455407,red,A
cg23475462,red,A
cg23475921,red,A
cg23476456,grey,rest
cg23478805,black,C
cg23483095,red,A
cg23484208,red,A
cg23486379,red,A
cg23493872,red,A
cg23503517,red,A
cg23508470,black,C
cg23508627,green,B
cg23517015,black,C
cg23522780,black,C
cg23534593,red,A
cg23543766,red,A
cg23553400,black,C
cg23612178,red,A
cg23623404,red,A
cg23627980,red,A
cg23628411,grey,rest
cg23647143,green,B
cg23660678,red,A
cg23690264,red,A
cg23696472,red,A
cg23712855,red,A
cg23722334,red,A
cg23724412,red,A
cg23731466,grey,rest
cg23737407,green,B
cg23771329,grey,rest
cg23774896,grey,rest
cg23777740,red,A
cg23779047,red,A
cg23813564,black,C
cg23834765,red,A
cg23837911,red,A
cg23851205,red,A
cg23852001,red,A
cg23857725,black,C
cg23857909,red,A
cg23860088,red,A
cg23872179,grey,rest
cg23873430,grey,rest
cg23876603,green,B
cg23881693,red,A
cg23892645,red,A
cg23893389,red,A
cg23896353,red,A
cg23905908,red,A
cg23906224,green,B
cg23914849,green,B
cg23919845,red,A
cg23932180,grey,rest
cg23934598,red,A
cg23941728,red,A
cg23946499,grey,rest
cg23948993,red,A
cg23949599,green,B
cg23951868,red,A
cg23954206,red,A
cg23955842,red,A
cg23985370,red,A
cg23989768,grey,rest
cg23990273,red,A
cg23993836,red,A
cg24000218,red,A
cg24000816,black,C
cg24001644,red,A
cg24034992,red,A
cg24035229,red,A
cg24046087,red,A
cg24074926,black,C
cg24085719,green,B
cg24091241,green,B
cg24114390,green,B
cg24116285,green,B
cg24137136,black,C
cg24138084,red,A
cg24142775,red,A
cg24152857,red,A
cg24153916,red,A
cg24156746,red,A
cg24157854,red,A
cg24184541,red,A
cg24186901,red,A
cg24187351,grey,rest
cg24195365,red,A
cg24202706,red,A
cg24264679,red,A
cg24275475,red,A
cg24328927,red,A
cg24347720,red,A
cg24352317,grey,rest
cg24383344,grey,rest
cg24392532,red,A
cg24401557,red,A
cg24461939,red,A
cg24462702,black,C
cg24496423,grey,rest
cg24505863,grey,rest
cg24512517,red,A
cg24536689,red,A
cg24546622,red,A
cg24547622,red,A
cg24549608,red,A
cg24552529,red,A
cg24552876,black,C
cg24559073,red,A
cg24565395,black,C
cg24597825,red,A
cg24627619,red,A
cg24627956,red,A
cg24657313,red,A
cg24663206,red,A
cg24670916,black,C
cg24671250,red,A
cg24671891,black,C
cg24680284,black,C
cg24690818,grey,rest
cg24691854,red,A
cg24701794,red,A
cg24711306,red,A
cg24714634,red,A
cg24721916,red,A
cg24735165,black,C
cg24740922,red,A
cg24741068,red,A
cg24741392,red,A
cg24748621,red,A
cg24751934,green,B
cg24754154,red,A
cg24765005,red,A
cg24770638,red,A
cg24780240,black,C
cg24783624,red,A
cg24783935,black,C
cg24790801,red,A
cg24805886,black,C
cg24814801,red,A
cg24816350,red,A
cg24818939,red,A
cg24826812,red,A
cg24832428,red,A
cg24844608,red,A
cg24845318,grey,rest
cg24863802,red,A
cg24880787,red,A
cg24881209,grey,rest
cg24884420,red,A
cg24925526,red,A
cg24931094,red,A
cg24931882,red,A
cg24932289,green,B
cg24971873,red,A
cg24976080,red,A
cg24980440,grey,rest
cg25051948,red,A
cg25073957,red,A
cg25075572,grey,rest
cg25080215,red,A
cg25085925,red,A
cg25122000,red,A
cg25124605,red,A
cg25125864,red,A
cg25132467,red,A
cg25156485,red,A
cg25158266,red,A
cg25158628,red,A
cg25165659,red,A
cg25166062,red,A
cg25172243,grey,rest
cg25174364,black,C
cg25202270,red,A
cg25205946,red,A
cg25206026,red,A
cg25223355,green,B
cg25225807,red,A
cg25236484,red,A
cg25237542,red,A
cg25251019,black,C
cg25258879,red,A
cg25259815,black,C
cg25321762,red,A
cg25364049,red,A
cg25402895,red,A
cg25415674,red,A
cg25424856,red,A
cg25427918,red,A
cg25437005,black,C
cg25440309,black,C
cg25442487,red,A
cg25452717,red,A
cg25496213,red,A
cg25499687,red,A
cg25528264,red,A
cg25528646,red,A
cg25530944,green,B
cg25543607,green,B
cg25547663,red,A
cg25548414,red,A
cg25553791,red,A
cg25553924,red,A
cg25558406,red,A
cg25560327,green,B
cg25565608,red,A
cg25571060,red,A
cg25587058,red,A
cg25640635,red,A
cg25656978,red,A
cg25695029,grey,rest
cg25698940,red,A
cg25708451,green,B
cg25714218,red,A
cg25736204,red,A
cg25790081,red,A
cg25793649,green,B
cg25813447,red,A
cg25821416,black,C
cg25823790,black,C
cg25832410,red,A
cg25832925,grey,rest
cg25834869,green,B
cg25837617,red,A
cg25843975,red,A
cg25848037,red,A
